URL,Post,Comment,Sentiment
https://www.facebook.com/profeMikhailKrasnov,salud para todossumerce sabe lo que hemos estado haciendo por la salud desde la alcaldiavenga le cuento como hemos trabajado para mejor la salud de nuestros ciudadanos implementando proyectos y politicas que han beneficiado a nuestra ciudad ver mas,julio cesar borja   seguir,positivo
https://www.facebook.com/profeMikhailKrasnov,tunjanos soy consiente del estado actual de las calles por mi sacaba una pala y yo mismo empezaba a arreglar pero todos han visto que atravesamos por un fuerte invierno y si aplicamos asfalto cuando esta lloviendo la calidad del mismo se vera reducida causando que en un futuro se generen burbujas convirtiendose estos en baches es decir no hariamos nada solo generar gastos y perdidaspor eso con el nuevo secretario de infraestructura william rincon estamos realiz ver mas,deisy gutierrez   seguirese es mi alcalde,positivo
https://www.facebook.com/profeMikhailKrasnov,tunjanos me place presentarles a nuestro nuevo secretario de infraestructura el ing william un tunjano elegido de la convocatoria conectemos con el merito destacado por su experiencia y hoja de vidael buen hijo vuelve a su casa regresa luego de trabajar anos fuera de tunja a ayudarnos a reconstruirla a conectarla con el mundo,adrian leonexcelente iniciativa para acabar con la politiqueria alcalde,positivo
https://www.facebook.com/profeMikhailKrasnov,listos para el neon night running fest inscribase sumercehttpsformsgler1qvztgnwneqdp5dade ver mas,rosa ines bohorquez vargasmejor porque no corremos por las esterilizaciones masivas constantes y gratuitas para los estratos 12 y 3y mejoramos la malla vial de tunja que esta una trochaconectemos con tunja,negativo
https://www.facebook.com/profeMikhailKrasnov,hoy en el barrio milagro reafirmo que el no vive para servir no sirve para vivir porque en medio del carino genuino que vivimos entre mascotas duenos profesionales veterinarios padrinos y personas que adoptaron senti que cada esfuerzo vale la pena senti que al final no hay mayor recompensa que saber que un mejor manana es posible si entre todos lo construimosinvito a los barrios donde se haran las proximas jornadas de bienestar animal a participar y sumar volunta ver mas,golden optic fiberexcelente senor alcalde los perritos son inocentes,negativo
https://www.facebook.com/profeMikhailKrasnov,alta aprobacion de sumerce tunjano que valora el trabajo de un equipo que va seguir entregando sus dias por el progreso de este mi hogar tunjagraciasfuente httpscanal1comcosincarretaydatanalisis,andres saavedraes que los unicos que lo molestan son los que perdieron tunja es una de las ciudades mas politiqueras de colombia era logico que lo iban a atacar de diferentes bandos pero el profe firme en sus convicciones felicidades alcalde hay que seguir trabajando duro,positivo
https://www.facebook.com/profeMikhailKrasnov,la sangre nos conecta a todos compartamos la vida donemos sangre,jose alfredo tovar rodriguezestimado alcalde krasnov cuando dejaran de desangrarnos con la patetica y retrograda medida del pico y placa,positivo
https://www.facebook.com/profeMikhailKrasnov,optimizar para avanzarllegamos a la alcaldia y notamos un atraso tecnologico enorme con el proposito de poder conectar a tunja con el mundo gestionamos nuevos equipos que ayudaran a agilizar los procesos administrativos de nuestra administracionnuestro compromiso es con los tunjanos y seguiremos trabajando por mejorar nuestra ciudad,jorge alfredo foreroque viva el senor  alcalde lo necesitamos  que sea presidente de colombia,negativo
https://www.facebook.com/profeMikhailKrasnov,mi voz por aquellos que no tienen pero que nos regalan una compania incomparable cuando llegamos a la administracion nos encontramos con un presupuesto inicial para bienestar animal de 50000000 que claramente no estuvo soportado en la demanda que tiene el municipio para atencion veterinaria a nuestros amigos de 4 patas via gestion esta administracion logro igualar el presupuesto de gestion dado beneficiando a 800 animales en lo corrido del 2024 sin contar los at ver mas,fan destacadojenny lopez   seguirse seguiran viendo animalitos abandonados y maltratados mientras no se cumplanlas leyessanciones para abandonos y maltratoserian un gran conjunto,positivo
https://www.facebook.com/profeMikhailKrasnov,construimos en colectivo para el colectivo con donaciones de la comunidad que estamos maximizando porque es hacia sumerce el que aporta de buena voluntad a quien nos debemos y seguiremos dandole cuentas de cada recurso invertido,lucas pinillasenor alcalde no se le olvide que tunja ya no tiene vias si no crateres,negativo
https://www.facebook.com/profeMikhailKrasnov,la fe es sin lugar a dudas un tesoro vivo de mi querida tunjacon inmensa devocion y fe por la patrona de los tunjanos mas de 20 mil feligreses se congregaron para rendir honores a la virgen del milagrodevotos de todo el pais abarrotaron la plaza de bolivar en la solemne eucaristica la fe devocion y agradecimiento fue la consigna de este dia ver mas,andres saavedraque gran multitud para enaltecer a la virgen del milagro excelente el orden publico,positivo
https://www.facebook.com/profeMikhailKrasnov,en el recinto de la democracia exalto la labor de los representantes de diferentes sectores pero sobretodo de ellas dos que espero en conjunto logremos que mas adelante no sean minorias si no sea tan normal que hombres y mujeres participen en la politica que no tendremos exigencia de cuota de genero si no que su voz se escuchara con la misma equidad que tendran igual o mas espacios de representacion,carlos emg cosmosyo estoy deacuerdo con la participacion de la mujer en cuanto a la policia construccion en mejora social y en aspectos educativos logicos pero no en el feminismo actual que destruyen las estructuras de uso publico y desorden sin sentido con actos obscenos,negativo
https://www.facebook.com/profeMikhailKrasnov,en noticias caracol hable sobre los los retos y desafios que hemos afrontado en estos ya 5 meses de gobierno en los que dia a dia junto a un equipo de profesionales hemos dejado todo nuestro esfuerzo y dedicacion para honrar la confianza de los tunjanos para conectar tunja con el mundo,raul galanel canal de las mentiras y el que cubre todo lo corrupto junto con rcn alcalde no siga con tontadas y trabaje por tunja,negativo
https://www.facebook.com/profeMikhailKrasnov,comunicado a la opinion publicaqueridos tunjanosreitero mi total apoyo y solidaridad con todos los funcionarios y los miembros de mi equipo mi responsabilidad como alcalde es protegerlos y defenderlos y en eso no voy a flaquear les pido a todos los ciudadanos que entiendan que la violencia y las amenazas no tienen cabida en nuestra sociedad debemos trabajar juntos en paz y con respeto mutuo para construir una comunidad mas fuerte y segura para todos,andres saavedraasi es profe pero los cobardes se pegan de cualquier cosa para seguir atacando y son tan cobardes que amenazan a simples trabajadores mano dura profe que no esta solo,negativo
https://www.facebook.com/profeMikhailKrasnov,triste que las amenazas nos hagan perder profesionales valiososmanuel un profesional integro que venia realizando una excelente labor presento su carta de renuncia por amenazas hacia su mama la cual acepto porque entiendo que al estar cerca de destapar una olla podrida de corrupcion el peligro es inminentepor mi parte al ser el primero en avanzar sere el ultimo tambien aca me quedo hasta esclarecer todo ver mas,william alexander ramirez   seguirpero tremendo en tunja nunca paso eso con los diferentes alcaldes pero hoy en tunja todos los funcionarios amenazados eso me parece raro raro me pondre a investigar porque esto se esta saliendo de las manos,positivo
https://www.facebook.com/profeMikhailKrasnov,la familia es sagradauna tristeza que esten siendo blanco de ataquespersonalmente me parece una bajeza recurrir a practicas tan arcaicas amenazando con danar a familiares de nuestros gobiernopido a la ciudadania abrigar a nuestros secretarios que lastimosamente hoy dia estan siendo victimas de ataques que aunque ya se han denunciado esta situacion sigue aumentando ,golden optic fiberterrible como los narcopoliticos y  corruptos siguen haciendo de las suyas y amedrentando a la gente y los que luchan por ponerlos tras las rejas,negativo
https://www.facebook.com/profeMikhailKrasnov,pueden amenazar pero aca no hay miedo vamos hasta el finalorgulloso de mi equipo de trabajo que aunque vienen amenezando mujeres valientes como nuestra secretaria de interior y seguridad territorial van a seguir firmes porque hicimos un compromiso dimos nuestra palabra vamos hasta el finalles pido nos ayuden a cuidar a ahiliz rojas mujer valiente que esta dispuesta a seguir trabajando sin descanso pero que hoy esta en el ojo de personas inescrupulosas que le ver mas,rodrigo balaguerapara el profe y todo el gabinete administrativo salir adelante sin miedo como lo dice usted mismo profe el destapar las ollas podridas que dejaron los alcaldes anteriores y donde hay personal nombrado y untado desde hace anos tienen miedo vamos a  ver mas,positivo
https://www.facebook.com/profeMikhailKrasnov,pueden amenazar pero aca no hay miedo vamos hasta el finalorgulloso de mi equipo de trabajo que aunque vienen amenezando mujeres valientes como nuestra secretaria de interior y seguridad territorial van a seguir firmes porque hicimos un compromiso dimos nuestra palabra vamos hasta el finalles pido nos ayuden a cuidar a ahiliz rojas mujer valiente que esta dispuesta a seguir trabajando sin descanso pero que hoy esta en el ojo de personas inescrupulosas que le ver mas,raul galanrodrigo balaguera totalmente de acuerdo con usted estimado hay que ventilar todos los actos de corrupcion sin miedo,negativo
https://www.facebook.com/groups/164639504222784,noticias el abogado colombiano german calderon espana interpuso una demanda ante la corte penal internacional cpi en contra del presidente de venezuela nicolas maduro por auspiciar detenciones torturas y desapariciones de opositores y manifestantes en su pais segun calderon espana el cpi es el unico organismo internacional que cuenta con las herramientas para investigar a maduro por los delitos de lesa humanidad que viene cometiendo contra el pueblo venezolano que  ver mas,beyer esquivel castellanosy para cuando  el paraco uribe,positivo
https://www.facebook.com/groups/164639504222784,noticias el abogado colombiano german calderon espana interpuso una demanda ante la corte penal internacional cpi en contra del presidente de venezuela nicolas maduro por auspiciar detenciones torturas y desapariciones de opositores y manifestantes en su pais segun calderon espana el cpi es el unico organismo internacional que cuenta con las herramientas para investigar a maduro por los delitos de lesa humanidad que viene cometiendo contra el pueblo venezolano que  ver mas,dila monroy vegasi es tan buen abogado investigue a uribe y sus secuases,positivo
https://www.facebook.com/groups/164639504222784,recuperar tu estilo y tu confianza si es posible mediartetunja ha llegado para hacer tu sueno realidad y decirle adios a la calviciecontactanos ahora y recibe una valoracion completamente gratis para que juntos recuperenos tu seguridad,dioselina morenodonde es la direccion,negativo
https://www.facebook.com/groups/164639504222784,noticias una de las luchas del presidente petro ha sido la de conseguir la aprobacion de las reformas politicas en llave con sus ministros sin embargo hasta el momento ha logrado sacar dos de ellas la pensional y la tributaria que tuvo muchas modificaciones en el caminolas demas reformas como la de salud agraria laboral y de justicia se han visto fuertemente afectadas por los debates que se han realizado tanto en el congreso como en el senado algunas han quedado ver mas,hernando moreno amadocomo puede un presidente sacar unas reformas que van a beneficiar al pueblo si tiene un congreso que solo busca intereses personalesla reforma pensional que aumenta la renta basica vitalicia  de ochenta mil pesos a medio salario y pone un limite a las ver mas,negativo
https://www.facebook.com/groups/164639504222784,noticias el consejo nacional electoral cne de venezuela ha proclamado este lunes de manera oficial presidente a nicolas maduro despues de que el ente anunciara la noche del domingo que el chavista en el poder desde 2013 gano los comicios con el 512  de los votos un resultado rechazado por la oposicion mayoritaria y gran parte de la comunidad internacionalel presidente del cne elvis amoroso dijo durante el acto de proclamacion que la eleccion presidencial se  ver mas,lucho correacolaborador destacadoasesinos hp,positivo
https://www.facebook.com/groups/164639504222784,felizcumpleanos son 485 anos de una espectacular historia llena de riqueza arquitectonica cultural historica religiosa y gastronomicadesde radio uno le deseamos un feliz cumpleanos a la capital boyacensetunjaboyaca felizcumpleanos,sandra canariaes un bodrio esto mucha gente muriendosen de hambre no apoyan a los artistas urbanos deberian haser una marcha de protesta en contra de esto,negativo
https://www.facebook.com/groups/164639504222784,noticia el ministerio de hacienda radico en el congreso el proyecto de su presupuesto para el ano 2025 por 523 billonesde esta cifra 511 billones estan financiados y 12 billones dependen de la ley de financiamiento que el gobierno espera radicar en el legislativoes un presupuesto que le apuesta a la reactivacion economica y a buscar un consenso nacional en esa reactivacion economica logrando apuntar objetivos de gasto fundamentales en sectores claves de la econo ver mas,jorge ayala quinterocolaborador destacadoy cuanto para los ministros gobernadores alcaldes senadores con sus sueldos y contratos millonarios,negativo
https://www.facebook.com/groups/164639504222784,noticias el partido de la lider opositora de venezuela maria corina machado vente venezuela denuncio este viernes un atraco a su sede durante la madrugada cuando seis hombres armados y con el rostro cubierto sometieron a los vigilantes para llevarse equipos y documentosurgente atraco a las 3 am con armas de fuego en el bejucal sede nacional del comando con venezuela y la oficina de maria corina machado seis hombres encapuchados y sin identificacion sometier ver mas,jose luis martinez torrescolaborador destacadoahora la oposicion no sabe que inventar para ganar ya perdieron y esperen 6 anos su turno para saquear a venezuela ,positivo
https://www.facebook.com/groups/164639504222784,movilidad un vehiculo de carga pesada se encuentra obstaculizando el transito sobre la doble calzada bts sentido bogota  tunja a la altura del puente de boyaca trafico detenido,andres suarezla via esta vuelta nada llena de huecos en ambos sentidos a quien corresponda deben hacerle mantenimiento porque genera accidentes y de alli los trancones,positivo
https://www.facebook.com/groups/164639504222784,noticias  las autoridades del pais han alertado que las extorsiones se han incrementado en el ultimo tiempo por lo tanto en medio de las investigaciones descubrieron una nueva modalidad que se esta realizando a traves de los canales digitales de comunicacion especialmente por whatsapplos uniformados de inteligencia encontraron que hay delincuentes que estan utilizando multiples numeros de whatsapp para hacerse pasar como integrantes de la policia metropolitana de bogo ver mas,alex garciala misma policia ja ja,negativo
https://www.facebook.com/groups/164639504222784,noticias  el ministerio de transporte por medio de su cuenta de x anuncio que la sociedad colombiana de ingenieros sci sera la encargada de establecer las causas por las que colapso el terraplen de salida del puente de la calle 30 en el municipio de soledad en el area metropolitana de barranquilla en cuyo hecho murieron cuatro personasde acuerdo con el ministerio el estudio contara con un plazo de 90 dias donde se evaluaran diferentes aspectos que pudieron ocasiona ver mas,james maquiagroy alos peajes si les suben de precio que disque para las vias,positivo
https://www.facebook.com/groups/164639504222784,movilidad ojo manana sabado habra cierres viales en tunjatunjaboyaca boyaca boyacacolombia,hcast dan fernandono tienen una pista de atletismo ahi al lado del estadio  cierren y cierren vias y no hay rutas alternas,negativo
https://www.facebook.com/groups/164639504222784,noticias la jurisdiccion especial para la paz jep anuncio que durante el 8 9 y 10 de agosto 74 exmiembros de la fuerza publica reconoceran su responsabilidad por falsos positivos en neiva huilalos comparecientes de la fuerza publica estan vinculados al subcaso huila del caso 03 el cual investiga asesinatos y desapariciones forzadas presentadas como bajas en combate por parte de agentes del estadodurante tres dias los exfuncionarios reconoceran su participacion ver mas,tigre solitarioaun dudan que el gobierno de alvaro uribe velez fue paramilitar,positivo
https://www.facebook.com/groups/164639504222784,gracias ensst nos estamos tomando los colegios de tunja  nuestra siguiente parada sera,andrea montenegrojoven disfruten su juventud pasen la bien esa adolescencia no regresa y estas actividades son para vivirlas ,positivo
https://www.facebook.com/groups/164639504222784,ojo manana jueves 1 de agosto sera la primera jornada del dia sin carro y sin moto desde las 700 am hasta las 700 pmsegun el decreto 0352 del 17 de julio de 2024 no se exceptuan vehiculos hibridos solo 100 electricos quienes incumplan con la restriccion se les impondra multas que van desde los 650000 pesosel transporte publico no se vera afectado por la restriccion tanto servicio publico en bus y en vehiculo taxi prestaran su servicio sin problema adema ver mas,mayerli martinezpero va a haber colectivas que son las que mas conta mina en la ciudad hay mucho carro viejo y hacen parar unos carros que son mucho mejor que el servicio publico que hay en tunja la ley deberia ser para todos,negativo
https://www.facebook.com/groups/164639504222784,radiounoentucolegio hoy nos tomamos la normal mixta de tunja ya inscribiste a tu coleinvita ula idiomas  andiautos  certrans36 ips,nancy janneth walteroses la escuela normal superior santiago de tunja,positivo
https://www.facebook.com/groups/164639504222784,noticias  desde hace casi dos meses se encuentra cerrada la transversal del sisga a la altura del pr 73 en el sector piedra campana en donde creciente del rio lengupa ocasiono perdida de banca en este corredor que conecta al centro del pais con los llanos orientalesel hecho ha generado afectaciones importantes a nivel social y economico principalmente en municipios de boyaca y casanare como santa maria macanal san luis de gaceno y sabanalarga los cuales se encuentran i ver mas,berenice rodriguez gonzalezdonde va hacer el festival del queso,negativo
https://www.facebook.com/groups/164639504222784,noticias  mas de 3000 personas han sido evacuadas en el norte de california debido a un incendio forestal descontrolado que sigue avanzando con rapidezel incendio en park que comenzo el miercoles 24 de julio por la tarde ha ganado una fuerza extraordinaria debido a las adversas condiciones climaticas convirtiendose en el incendio activo mas grande del estadolas llamas han consumido hasta el momento 28930 hectareas en los condados de butte y tehama segun informaro ver mas,mili rolochuno faltan los que prenden fuego que raro no,positivo
https://www.facebook.com/groups/164639504222784,primer dia de radiounoentucolegio invita ulaidiomas ceaandiautos certrans36 ips,acarreos en  tunja   seguiraghj,positivo
https://www.facebook.com/groups/164639504222784,noticias el mundo de la musica tradicional colombiana esta de luto tras el fallecimiento del maestro jose madera castro reconocido por ser el autor de la iconica melodia de la pollera colora madera castro fallecio el pasado 28 de junio a las 11 de la noche dejando un legado imborrable en la historia de la cumbia y la musica folclorica de colombia y el mundojose madera castro oriundo del municipio de since sucre dedico su vida a la creacion y difusion de la musica  ver mas,luz stella torres villalbacolaborador destacadofortaleza a la flia  qdep,positivo
https://www.facebook.com/positivafmradio,un francotirador asesino al esmeraldero juan sebastian aguilar un reputado empresario quien estaba en su apartamento al frente del centro comercial palatino en el norte de bogota cuando fue baleado por el tirador quien se escondia en una montana juan sebastian aguilar oriundo de chiquinquira en boyaca empezo en el mundo de las esmeraldas siendo parte fundamental del esquema de seguridad del zar victor carranza quien fallecio en abril del 2013 y fue uno de los jefes e ver mas,fan destacadoclaudia patricia rojas pinedadios mio terrible ,negativo
https://www.facebook.com/positivafmradio,carolina espitia levanta nuevas banderas educacion mujer rural y equidad para transformar colombiatunja puente de boyaca 07 de agosto de 2024  en un emotivo video grabado en el iconico puente de boyaca la senadora carolina espitia partido alianza verde  coalicion centro esperanza y su equipo han lanzado un mensaje potente y claro es hora de afrontar nuevas batallas por colombia en un paralelismo con la historica contienda de hace mas de 200 anos que cimento la in ver mas,gustavo rosas pitaeso lo esta proponiendo el gobierno del cambio pero los senadores y representantes de oposicion lo impiden hay es que apoyar y ayudar votando para aprobar esas propuestas tan necesarias,positivo
https://www.facebook.com/positivafmradio,festival de musica campesina en tunja,el gran fabio cadena   seguirhttpsyoutubeox2fckcbgo0sicy8ibiibhmbqprvf,positivo
https://www.facebook.com/positivafmradio,tunja felices 485 anos de fundacion hispanicacelebremos nuestra ciudad su gente trabajadora su encantador clima y cada memoria preservada a lo largo de los anos hoy tunja esta de fiesta y queremos que esta celebracion sea tan grande que conecte nuestra historia y tradiciones con el mundo enterotu ver mas,diana m noratofeliz cumpleanos tunja y perdonamos por ese pelmaso de alcalde que elegimos,negativo
https://www.facebook.com/positivafmradio,celebramos los 485 anos de tunjacon un ciclopaseo que salio desde el irdet sector norte y llego a la plaza de bolivar mas de 300 ciclistas de diferentes edades entre aficionados y profesionales pedalearon y dieron apertura oficial a la programacion de los cumpleanos de nuestra ciudad gracias urbasercolombia por ser un aliado en este cumpleanosinvitamos a todos los tunjanos a conectarse con la programacion que tenemos para este dia ver mas,vicky rodriguezfelicitaciones a todos los participantes  por hacer algo distinto  para mi terrunito,negativo
https://www.facebook.com/positivafmradio,palabras que hizo el representante pedro suarez vacca hoy sobre los casos de abuso sexual en tunja el 1 de agosto ocurrieron dos graves casos de violencia sexual contra menores de 14 anos en la ciudad de tunja por eso hoy me uno a las manifestaciones de varios estudiantes y hago un llamado a las autoridades locales y nacionales para que implementen protocolos de seguridad estrictos en los centros educativos y aseguren la presencia de personal capacitado para prevenir ver mas,luis alberto gutierrez morapues presentarla usted puede presentar la propuesta como representante,positivo
https://www.facebook.com/positivafmradio, la universidad de boyaca te invita a inscribirte y aprender o si tienes experiencia puedes formar parte de los grupos culturales de baseescanea el codigo que aparece en el post este semestre la cultura se lleva en las venasse ver mas,lorena rodriguezme regala informacion me interesa,positivo
https://www.facebook.com/positivafmradio,elizabeth rojas miembro del concejo juvenil de tunja y tallerista de la fundacion huellas,el gran fabio cadena   seguirhttpsyoutubeox2fckcbgo0si8zggtovsrbalwiyn,positivo
https://www.facebook.com/positivafmradio,sigue aqui el festival de poesia costumbrista rubas y nabos hoy en la zonal centro desde soataorganizado por la asociacion transmitir en conjunto con su emisora positiva 1011 fm apoyados por el ministerio de las culturas las artes y los saberes  programa nacional de concertacion cultural 2024,positiva tunjacon presencia de la secretaria de cultura y patrimonio de boyaca y el alcaldia municipal de soata 20242027 damos inicio a este hermoso evento,positivo
https://www.facebook.com/groups/6669773836451212,se vende,jairo ochoaprecio,positivo
https://www.facebook.com/groups/6669773836451212,100fresco tunja boyaca totalmente arreglado sin escama sin hagallas  ar ver mas,rosario leon vargasdisculpa que tipo de pescado es gracias,positivo
https://www.facebook.com/groups/6669773836451212,huevos criollos organicos de yema bien amarilla espesos son de gallinas criadas en libertad en libre pastoreo esto les da un mejor sabor y un mayor valor nutritivocubeta de 30 und  1 yogurt griego de 120g por 23000domicilio sin costo adicional en tunja,matilde munozun numero para comunicarme gracias,positivo
https://www.facebook.com/groups/6669773836451212,se vende bicicleta todoterreno informacion al ,orlan david robles belenocuanto,positivo
https://www.facebook.com/groups/6669773836451212,se vende bicicleta todoterreno informacion al ,maria angelavalor,positivo
https://www.facebook.com/groups/6669773836451212,vendoacogedor apartamento 50mtsbarrio los cristales ver mas,carlos arturo amezquita rodriguez,positivo
