URL,Post,Comment,Sentiment
https://www.facebook.com/profeMikhailKrasnov,como no amarte tunjafelices 485 anos,jorgito espanafeliz aniversario a la siempre noble  leal  cultural  universitaria e hidalga ciudad de tunja  indudablemente el 6 de agosto  para colombia y especialmente para bogota y tunja  es un dia muy especial en la historia de colombia  felicitaciones tamb ver mas,positivo
https://www.facebook.com/profeMikhailKrasnov,faltan horas para iniciar a celebrar 485 anos de nuestra ciudad y 46 anos miosasi que los invito a que arranquemos con un ciclopaseo nocturno para que junto a amigos y familia pasemos un buen rato rodando por nuestra ciudadinscribete aqui httpsbitlyciclopaseonocturno  ver mas,andres saavedraexcelente forma de celebrar el cumpleanos de tunja madrugando a hacer ejercicio alla estare,negativo
https://www.facebook.com/profeMikhailKrasnov,james es la muestra del tunjano innovador y berraco que hoy organiza el sexto festival del postre que esta ubicado en la cra 4 n 4a02 en el barrio cooservicioslos invito a venir en familia a disfrutar de la dulzura y corazon que le han puesto a esta actividad,andres saavedrabien bacano ver que el alcalde incentiva el comercio,positivo
https://www.facebook.com/profeMikhailKrasnov,hay dias como hoy que quisiera fueran permanentes porque en la tranquilidad de las calles he recordado lo efimeros que somos y como en el caos de algunos dias olvidamos que nada es para siempre y que al impaciente se le olvida la miel del presenteinicio este mes con la mejor energia agradecido con la vida por cada minuto en este mi hogar tunjaespero que todos tengan en este dia sin carros y motos el regalo de caminar con tranquilidad y podamos asi tener mas esp ver mas,andres saavedrabien profe un alcalde que no se esconde problematicas hay miles desde hace mas de 15 anos pero poco a poco se va a ir solucionando excelente,positivo
https://www.facebook.com/profeMikhailKrasnov,enimagenes  revive los mejores momentos del desfile militar y policial del 20dejulio en nuestra ciudadcolombiapatriamia,alberto pulido garciadia de la independencia es el 7 de agosto,positivo
https://www.facebook.com/profeMikhailKrasnov,enimagenes  revive los mejores momentos del desfile militar y policial del 20dejulio en nuestra ciudadcolombiapatriamia,andrea pinedaalberto pulido garcia ese es el dia de la batalla de boyaca la cual sello  y dio por vencidos alos espanoles pero el grito de independencia o manifestacion de ser una nacion independiente se dio el 20 de julio de 1810si senor 9 anos antes de la susodicha batalla,negativo
https://www.facebook.com/profeMikhailKrasnov,desde mi amada tunja me siento orgulloso de conmemorar el grito de independencia de este pais que me adopto hace mas de 15 anoshoy es el dia perfecto para honrar a todos los hombres y mujeres que diariamente entregan su vida a la seguridad de nuestro paishoy me siento mas colombiano que nunca feliz dia de la independencia,yamid humberto mendoza abrilque pena esas trochas,negativo
https://www.facebook.com/profeMikhailKrasnov,desde mi amada tunja me siento orgulloso de conmemorar el grito de independencia de este pais que me adopto hace mas de 15 anoshoy es el dia perfecto para honrar a todos los hombres y mujeres que diariamente entregan su vida a la seguridad de nuestro paishoy me siento mas colombiano que nunca feliz dia de la independencia,cald geoxyamid humberto mendoza abril las que dejo funeme uy si que pena,positivo
https://www.facebook.com/profeMikhailKrasnov,vivamos nuestro orgullo patrio este 20 de julio este sabado el gran desfile militar y policial recorrera las calles desde el bosque de la republica plaza de bolivar y finaliza en la plazoleta de las nieves nuestro alcalde los invita a que acompanemos a nuestros heroes de la patriamodopatrio  ver mas,alfonso  balanta renteriael ejercito de colombia hace honor a esta batalla en nombre de los colombianos que hicieron capitular a los espanoles en peru y lograron su independencia,positivo
https://www.facebook.com/profeMikhailKrasnov,vivamos nuestro orgullo patrio este 20 de julio este sabado el gran desfile militar y policial recorrera las calles desde el bosque de la republica plaza de bolivar y finaliza en la plazoleta de las nieves nuestro alcalde los invita a que acompanemos a nuestros heroes de la patriamodopatrio  ver mas,jorge humberto alvarez bernalalfonso  balanta renteria ayacucho  fue en diciembre de 1824,negativo
https://www.facebook.com/profeMikhailKrasnov,tunja mas segurasumerce sabe lo que hemos estado haciendo por la seguridad desde la alcaldiavenga le cuento como hemos trabajado para mejorar la seguridad de nuestros ciudadanos implementando proyectos y politicas que han beneficiado a nuestra ciudad ver mas,andres saavedrasi se ha notado mas segura la ciudad el ano pasado fue critico para la historia de tunja,positivo
https://www.facebook.com/profeMikhailKrasnov,vamos a cerrar el parque acuatico de tunjadesde que llegamos hemos visto una problematica de inundacion que ha afectado a mi ciudad y que ha venido impidiendo el transito por eso junto con mi equipo hemos estado trabajando para darle finpara lograrlo queremos contar con sumerce con sus capacidades y experiencia hemos abierto una licitacion publica y los interesados en participar pueden consultar toda la informacion en el siguiente enlace  httpscommunityse ver mas,fan destacadogilberto pinzonbmuy bien ojala sea pronto porque no hemos visto nada de su trabajo senor alcalde en el tiempo que lleva en el cargo,positivo
https://www.facebook.com/profeMikhailKrasnov, al concejo de tunja presentamos nuestra agenda y logros en el ii encuentro de lideres iberoamericanos por la educacion del 16 al 22 de junio participe activamente en este  evento compartiendo y aprendiendo sobre las mejores practicas educativas aqui algunos puntos destacados1 busca de mejoras educativas para tunjao programas educativos innovadoreso alianzas con instituciones iberoamericanas2 ver mas,john jairo valdes bravo   seguirgenial,positivo
https://www.facebook.com/profeMikhailKrasnov,vamos mi colombia  aca millones hoy estamos de corazon y alma con nuestra tricolor,eva yolima ceron,positivo
https://www.facebook.com/profeMikhailKrasnov,salud para todossumerce sabe lo que hemos estado haciendo por la salud desde la alcaldiavenga le cuento como hemos trabajado para mejor la salud de nuestros ciudadanos implementando proyectos y politicas que han beneficiado a nuestra ciudad ver mas,julio cesar borja   seguir,positivo
https://www.facebook.com/profeMikhailKrasnov,sumerce venga le cuento como hemos trabajado para proteger y preservar nuestro entorno natural implementando proyectos y politicas que han beneficiado a nuestra ciudadporque si el medio ambiente es un area que siempre sera crucial para nuestras vidas ya que la limpieza del aire la pureza del agua la conservacion de nuestros bosques y la biodiversidad son patrimonios invaluables siempre en busca  de contribuir al cuidado de nuestros animales y en la naturaleza hoy ver mas,john jairo valdes bravo   seguirque buen trabajo alcaldw,positivo
https://www.facebook.com/profeMikhailKrasnov,en corabastos estuvimos dialogando con mayoristas y exportadores de la region quienes ven a tunja como un punto neuralgico para conectar la produccion agricola con la capital del pais junto a ellos ahondaremos en estrategias para optimizar el comercio al por menor y de gran escala de nuestra ciudad,fan destacadonanito martinezgracias muchas gracias pero ya fue a la plaza del sur y vio como toca para caminar por alli o como esta la parte de carga o peaje q llaman donde ahora q esta lloviendo se arma un barrial ese sera el primer paso organizar a los comerciantes para pode ver mas,positivo
https://www.facebook.com/profeMikhailKrasnov,atencionsumerce sabe lo que hemos estado haciendo por la cultura desde la alcaldiavenga le cuento como hemos tratado de dar a conocer nuestra cultura a nivel nacional y departamental ganando convocatorias que han beneficiado a nuestra ciudadporque si es un area que siempre alegrara nuestras vidas pues la musica la danza el teatro la cuenteria y todas las artes que engloban las raices tunjanas son y seran uno de los patrimonios mas valiosos que siempre esta ver mas,andres saavedraexcelente profe la cultura hace parte de los tunjanos y aleja a nuestros jovenes de malos pasos se vienen nuevos retos,negativo
https://www.facebook.com/profeMikhailKrasnov,alto ahi si supo sumerce lo que hemos gestionado en la secretaria de movilidad y vida territorialaun nos queda mucho por hacer pero si entre todos somos protagonistas de transformacion empezando por nuestra cultura vial siendo responsables cuando vamos al volante estoy convenido tunja sera referente de tolerancia e inteligencia vialpodemos,claudia garcia morales   seguirimportante no manejar si se  ha consumido alcohol,negativo
https://www.facebook.com/profeMikhailKrasnov,tunjanos soy consiente del estado actual de las calles por mi sacaba una pala y yo mismo empezaba a arreglar pero todos han visto que atravesamos por un fuerte invierno y si aplicamos asfalto cuando esta lloviendo la calidad del mismo se vera reducida causando que en un futuro se generen burbujas convirtiendose estos en baches es decir no hariamos nada solo generar gastos y perdidaspor eso con el nuevo secretario de infraestructura william rincon estamos realiz ver mas,deisy gutierrez   seguirese es mi alcalde,positivo
https://www.facebook.com/profeMikhailKrasnov,la educacion es y sera mi prioridad por eso hemos trabajado duro estos meses y quiero contarle lo mas importante que hemos logrado gestionarpor los que siguen nuestros pasos mi compromiso de seguir entregando mis dias por ellos y ellas,andres saavedraexcelente pensamiento profe nadie mas que un profesor sabe cuales son las virtudes y defectos del sistema educativo adelante profe,positivo
https://www.facebook.com/profeMikhailKrasnov,barrio centenario aca estamos entregando el primero de los polideportivos que los tunjanos merecenun espacio en donde cientos de ninas ninos y jovenes desarrollaran sus talentos practicaran deporte y cultivaran un espiritu comunitariosin pausa seguiremos trabajando por sumerce un honor serviles,rosa ines bohorquez vargasla verdad ojala sea asien ese lugar una senora muy grosera por cierto no deja entrar a nadie es ella la unica que porta la llave y lo utiliza para  caminar los demas debemos pedir permiso para entrar y si llevamos mascotas no podemos ingresar,positivo
https://www.facebook.com/profeMikhailKrasnov,tunjanos me place presentarles a nuestro nuevo secretario de infraestructura el ing william un tunjano elegido de la convocatoria conectemos con el merito destacado por su experiencia y hoja de vidael buen hijo vuelve a su casa regresa luego de trabajar anos fuera de tunja a ayudarnos a reconstruirla a conectarla con el mundo,adrian leonexcelente iniciativa para acabar con la politiqueria alcalde,positivo
https://www.facebook.com/profeMikhailKrasnov,atencionya supo sumerce que gestionamos en el deporte desde la alcaldiaquiero contarles los 6 logros mas importantes en deporte que hemos conseguido en 6 seis mesesvamos por mas vamos en equipo a fortalecer mas este aspecto de la vida de los tunjanos que transforma no solo el aspecto fisico sino tambien el estado de animo la actitud y la mente porque el deporte es sin lugar a dudas medicina integral para la vida,cald geoxexcelente gestion senor alcalde conectando a tunja con el deporte mentes ocupadas mentes sanas,negativo
https://www.facebook.com/profeMikhailKrasnov,tunja es generosidad gracias tunjanosgracias a sumerce hemos recolectado media tonelada de alimentoen esta edicion del neon night running fest nos conectamos con nuestros amigos de 4 patas el aporte que hemos recolectado servira para alimentar a quienes mas lo necesitan  ver mas,jose alfredo tovar rodriguezexcelente pero seria mas generoso de su parte alcalde krasnov si elimina el pico y placa que afecta a gran parte de los habitantes de tunja gracias,positivo
https://www.facebook.com/profeMikhailKrasnov, gracias a todas y todos familias deportistas y amigos vivimos una nueva version del neon night running fest disfrutando de una tunja 24 horaspor sumerce muchos gatos y perros de tunja estaran felices con el alimento que recolectamos  ,laura emilce lopez caballero,positivo
https://www.facebook.com/profeMikhailKrasnov, gracias a todas y todos familias deportistas y amigos vivimos una nueva version del neon night running fest disfrutando de una tunja 24 horaspor sumerce muchos gatos y perros de tunja estaran felices con el alimento que recolectamos  ,nellys perezlaura emilce lopez caballero pero hay alcalde que teniendo los recursos dineros publicos no lo hacen prefieren guardarselos para ellos y no hacen nadas por las comunidades por su gente asi que la horradez de un administrador publico debe elogiarse e ver mas,negativo
https://www.facebook.com/profeMikhailKrasnov,estos son algunos de los hallazgos del libro blanco que como resultado de su investigacion la oposicion politica ha lanzado campanas de desinformacion y amenazas contra la administracion,santos nino gomezlos corruptos no dan tregua no quieren perder la tetica,negativo
https://www.facebook.com/profeMikhailKrasnov,listos para el neon night running fest inscribase sumercehttpsformsgler1qvztgnwneqdp5dade ver mas,lopez santi   seguirestas seran donadas a que fundaciones hogares de paso  sr alcalde,negativo
https://www.facebook.com/profeMikhailKrasnov,hoy en el barrio milagro reafirmo que el no vive para servir no sirve para vivir porque en medio del carino genuino que vivimos entre mascotas duenos profesionales veterinarios padrinos y personas que adoptaron senti que cada esfuerzo vale la pena senti que al final no hay mayor recompensa que saber que un mejor manana es posible si entre todos lo construimosinvito a los barrios donde se haran las proximas jornadas de bienestar animal a participar y sumar volunta ver mas,golden optic fiberexcelente senor alcalde los perritos son inocentes,negativo
https://www.facebook.com/profeMikhailKrasnov,alta aprobacion de sumerce tunjano que valora el trabajo de un equipo que va seguir entregando sus dias por el progreso de este mi hogar tunjagraciasfuente httpscanal1comcosincarretaydatanalisis,eddan bernalel trabajo arduo del dia a dia pronto dara resultados para cosechar se debe sembrar un principio fundamental que los egoistas y envidiosos no comprenden adelante profe en su gestion conectemos tunja con el mundo,positivo
https://www.facebook.com/profeMikhailKrasnov,la sangre nos conecta a todos compartamos la vida donemos sangre,alfonso  balanta renteriaasi mas personas se motivan a donar sangre,negativo
https://www.facebook.com/profeMikhailKrasnov,optimizar para avanzarllegamos a la alcaldia y notamos un atraso tecnologico enorme con el proposito de poder conectar a tunja con el mundo gestionamos nuevos equipos que ayudaran a agilizar los procesos administrativos de nuestra administracionnuestro compromiso es con los tunjanos y seguiremos trabajando por mejorar nuestra ciudad,orlando garcia morenosenor alcaldeyo soy orlando garcia periodista retirado  trabaje en los principales  diarios  de cali  y bogota  ahora  soy escritor tengo cinco libros publicados que contienen 300 cronicas de tunja  desde los anos 60 hacia aca  ver mas,negativo
https://www.facebook.com/profeMikhailKrasnov,conectando a tunja con china nos reunimos con la delegacion de weifang  china con el proposito de establecer alianzas y brindarle a tunja nuevas alternativas en planeacion infraestructura y fomento economico durante este cuatrieniotunjaco ver mas,andres saavedraeste senor se relaciona con gente de empresa los politiqueros de siempre se relacionan entre ellos mismos tenemos alcalde para rato,negativo
https://www.facebook.com/profeMikhailKrasnov,mi voz por aquellos que no tienen pero que nos regalan una compania incomparable cuando llegamos a la administracion nos encontramos con un presupuesto inicial para bienestar animal de 50000000 que claramente no estuvo soportado en la demanda que tiene el municipio para atencion veterinaria a nuestros amigos de 4 patas via gestion esta administracion logro igualar el presupuesto de gestion dado beneficiando a 800 animales en lo corrido del 2024 sin contar los at ver mas,luz marina cardenas perezque bien no veremos perritos abandonados  dios te bendice,positivo
https://www.facebook.com/profeMikhailKrasnov,construimos en colectivo para el colectivo con donaciones de la comunidad que estamos maximizando porque es hacia sumerce el que aporta de buena voluntad a quien nos debemos y seguiremos dandole cuentas de cada recurso invertido,luis alejandro torres lopezpor el mal estado de esas vias va lo que causan y ustedes en este sector ni fu ni fa,negativo
https://www.facebook.com/profeMikhailKrasnov,la fe es sin lugar a dudas un tesoro vivo de mi querida tunjacon inmensa devocion y fe por la patrona de los tunjanos mas de 20 mil feligreses se congregaron para rendir honores a la virgen del milagrodevotos de todo el pais abarrotaron la plaza de bolivar en la solemne eucaristica la fe devocion y agradecimiento fue la consigna de este dia ver mas,andres saavedraque gran multitud para enaltecer a la virgen del milagro excelente el orden publico,positivo
https://www.facebook.com/profeMikhailKrasnov,caminar por caminar sin un motivo mas que despejarme mas que conectar con la tranquilidad que hay en la niebla con la naturaleza que siempre me aporta la paz que necesito,juan carlos rodriguezjejejeje en eso respeto las caminatas pero con ese jediondo frio es otra cosa lo que pasa es que usted senor alcalde esta ensenado a vivir en los frios extremos por eso fue que napoleon perdio la guerra contra ustedes el frio invierno los diezmo jejejejeexitos,positivo
https://www.facebook.com/profeMikhailKrasnov,en el recinto de la democracia exalto la labor de los representantes de diferentes sectores pero sobretodo de ellas dos que espero en conjunto logremos que mas adelante no sean minorias si no sea tan normal que hombres y mujeres participen en la politica que no tendremos exigencia de cuota de genero si no que su voz se escuchara con la misma equidad que tendran igual o mas espacios de representacion,carlos emg cosmosyo estoy deacuerdo con la participacion de la mujer en cuanto a la policia construccion en mejora social y en aspectos educativos logicos pero no en el feminismo actual que destruyen las estructuras de uso publico y desorden sin sentido con actos obscenos,negativo
https://www.facebook.com/profeMikhailKrasnov,en noticias caracol hable sobre los los retos y desafios que hemos afrontado en estos ya 5 meses de gobierno en los que dia a dia junto a un equipo de profesionales hemos dejado todo nuestro esfuerzo y dedicacion para honrar la confianza de los tunjanos para conectar tunja con el mundo,raul galanel canal de las mentiras y el que cubre todo lo corrupto junto con rcn alcalde no siga con tontadas y trabaje por tunja,negativo
https://www.facebook.com/profeMikhailKrasnov,comunicado a la opinion publicaqueridos tunjanosreitero mi total apoyo y solidaridad con todos los funcionarios y los miembros de mi equipo mi responsabilidad como alcalde es protegerlos y defenderlos y en eso no voy a flaquear les pido a todos los ciudadanos que entiendan que la violencia y las amenazas no tienen cabida en nuestra sociedad debemos trabajar juntos en paz y con respeto mutuo para construir una comunidad mas fuerte y segura para todos,golden optic fiberalcalde vamos con toda nosotros los tunjanos sabemos que este es el momento mas sensible donde debemos estar unidos para sacar a los corruptos de nuestra ciudad,positivo
https://www.facebook.com/profeMikhailKrasnov,ellos incondicionales como nadie se han convertido en el mejor amigo del hombre y por eso su cuidado y bienestar es tambien mi compromisocuando llegamos a la administracion nos encontramos con un presupuesto inicial para bienestar animal de 50000000 que claramente no estuvo soportado en la demanda que tiene el municipio para atencion veterinaria a nuestros amigos de 4 patas via gestion esta administracion logro igualar el presupuesto de gestion dado beneficiando ver mas,nubia ninobuenos dias senor alcalde  eso escrito se ve muy bien pero en la realidad como va a funcionar pirque cuando uno llama nunca hay convenio con ninguna universidad junta de castellanos no hay presupuesto alguien tiene que hacerse cargo del perro call ver mas,negativo
https://www.facebook.com/profeMikhailKrasnov,ellos incondicionales como nadie se han convertido en el mejor amigo del hombre y por eso su cuidado y bienestar es tambien mi compromisocuando llegamos a la administracion nos encontramos con un presupuesto inicial para bienestar animal de 50000000 que claramente no estuvo soportado en la demanda que tiene el municipio para atencion veterinaria a nuestros amigos de 4 patas via gestion esta administracion logro igualar el presupuesto de gestion dado beneficiando ver mas,maria conchita espinel cuervonubia nino no son perros callejeros son angeles inocentes e indefensos victimas de celebros  atrasados  psicopatas e ignorantes que los han abandonado ,negativo
https://www.facebook.com/profeMikhailKrasnov,triste que las amenazas nos hagan perder profesionales valiososmanuel un profesional integro que venia realizando una excelente labor presento su carta de renuncia por amenazas hacia su mama la cual acepto porque entiendo que al estar cerca de destapar una olla podrida de corrupcion el peligro es inminentepor mi parte al ser el primero en avanzar sere el ultimo tambien aca me quedo hasta esclarecer todo ver mas,fan destacadoangel carolos carteles amanados de los gobiernos anteriores eso es lo que hace que tunja no tenga un buen desarrollo yo con corrupcion de lo contrario no hay que romper este esquema nosotros apoyamos una nueva forma de gobierno y la defenderemos hasta el fi ver mas,positivo
https://www.facebook.com/profeMikhailKrasnov,la familia es sagradauna tristeza que esten siendo blanco de ataquespersonalmente me parece una bajeza recurrir a practicas tan arcaicas amenazando con danar a familiares de nuestros gobiernopido a la ciudadania abrigar a nuestros secretarios que lastimosamente hoy dia estan siendo victimas de ataques que aunque ya se han denunciado esta situacion sigue aumentando ,dario bclo unico que puedo decir es que muy raro que ahora la mayoria del gabinete del senor alcalde esten amenazados  mmmmm  falta otra parte de esta historia,negativo
https://www.facebook.com/positivafmradio,team boyaca es para vivirla le apuesta a la vuelta a colombia femeninala escuadra del departamento conformada por seis ciclistas tendra la responsabilidad de dejar en alto los colores de la boyaca grande en la competencia que se disputara del 20 al 26 de agostoen el reto mas esperado de la temporada ciclistica como es la disputa de la novena edicion de la vuelta a colombia femenina las seis pedalistas del team boyaca es para vivirla esperan ser protagonistas y alcanz ver mas,leon morris seguraboyaca teamlord god blessing injesus christ name resurrection,positivo
https://www.facebook.com/positivafmradio,sumergete en la magia del festival de las artes 2024 consulta el programa y vive el arte en todas sus formas inicia este 20 de agosto,sandra canariaroscas es esa m oportunistas solo les interesa la plata nunca me han dado oportunidades abajo falsos festivales,negativo
https://www.facebook.com/positivafmradio,en el marco del evento el agua como bien comun experiencia y articulaciones para una agenda de vida convocado y organizado por el ministerio de vivienda ciudad y territorio y la comision de regulacion de agua potable y saneamiento basico cra celebrado en santa marta del 14 al 16 de agosto de 2024 el gerente de la rape region central ricardo agudelo sedano desempeno un papel crucial en la formulacion de una proclama que resalta la importancia del agua como un recur ver mas,leon morris segura,positivo
https://www.facebook.com/positivafmradio,cual es el plan para hoy ,henrry rubianoir a la playa ,positivo
https://www.facebook.com/positivafmradio,disfrutamos de una cata de vinos en terko tunja restaurante bar gracias a la invitacion de juan camilo  y un invitado desde chile diego salazar del rio recomendado vino tunja,carlos alberto ramirez rodriguez   seguirsuper recomendado terko tunja ,positivo
https://www.facebook.com/positivafmradio,tibasosa dio inicio a vuelvenlasfiestasdemipueblo 2024con la tradicional feria ganadera concursos de oficios y habilidades campesinas y fiesta al parque se celebro el primer dia de sus ferias y fiestasestas fiestas son para disfrutarlas en familia vivamos estos espacios en paz y fraternidad  para que propios y visitantes sientan a tibasosa como su casa festejemos con orgullo las tradiciones del jardin de boyaca resalto el alcalde eduardo salcedo velosa en la inaug ver mas,leon morris segurabuen dia genteen el rio revuelto la ganancia es del pescador,positivo
https://www.facebook.com/positivafmradio,httpspositivafmvuelvenlasfiestasdemipueblo,leon morris seguraestas fiestas son puro sofismas de distraccionteniendo una comunidad embrutecida en lo cultura  donde el mensaje  es venta de alcohol ver mas,positivo
https://www.facebook.com/positivafmradio,httpswwwpositivafmcorpoboyacaeinstituciones,leon morris seguraingeniero jamer segura chavarrocorpoboyaca,positivo
https://www.facebook.com/positivafmradio,hoy en los microfonos de positiva hablamos con pablo jaramillo ceo de innova schools hablamos de modelos pedagogicos y estrategias en la educacion de calidad para los ninos y ninas con innovaschoolsco,leon morris seguralos mecanismo de  educacion  empieza en casa os valores la compresion con el medio ambienteect pero las informaciones interpretacion de las mismas pedagogiasque se utilizan para el desempeno de un proyecto de vida en cada nino o ninala ver mas,positivo
https://www.facebook.com/positivafmradio,hoy en los microfonos de positiva hablamos con pablo jaramillo ceo de innova schools hablamos de modelos pedagogicos y estrategias en la educacion de calidad para los ninos y ninas,fan destacadoivan sabacuando usan el ninos ya no necesitan luego decir el ninas porque el ninos es neutro que incluye a ambos por el contrario el ninas es deferentees decir al decir ninos no esta discriminando en cambio con el ninas si discrimina,negativo
https://www.facebook.com/positivafmradio, accidentecon ambulancia de bomberos m17 y maquina m21  brindamos apoyo en accidente de transito que se presenta a la altura del retorno de san antonio sobre la bts sentido bogotatunjase trata de un vehiculo particular que pierde el control y se sale de la via cayendo en una alcantarilla con tres ocupantes a bordo el conductor del vehiculo que queda atrapado una mujer de 30 anos en calidad de acompanante y un menor de 7 anos ver mas,ryan garengksmomento antes de que ocurriera el incidenteoynatpkok,positivo
https://www.facebook.com/positivafmradio,nos acompano fabio alberto medrano reyes secretario de medio ambiente y desarrollo sostenible de boyaca dialogamos sobre campana pos consumo rio chicamocha y audiencia publica en valle de tenza,fan destacadoivan sabame parece que es a ese tiap al que van a impulsar para que continue avanzando el amayismo con el subdesarrollo del departamento,negativo
https://www.facebook.com/positivafmradio,gracias a todos ya morita esta en casa con su familia,corredor dory,positivo
https://www.facebook.com/positivafmradio,muchos clientes de bancolombia llevan reportando mas de 13 horas continuas sin servicio y sin poder disponer de su dinero el dia de hoycuanto tiempo mas durara la caida y quien responde por estas fallas del servicio,daniel soler,positivo
https://www.facebook.com/positivafmradio,jueves de runta,edgar r enriquez rsegui sus consejos la probe y es una delicia ,positivo
https://www.facebook.com/positivafmradio,jota pe hernandez es el nuevo presidente de la comision de etica del senado el senador jota pe hernandez de la alianza verde fue elegido como el nuevo presidente de la comision de etica del senado y reemplazara a la senadora isabel cristina zuleta quien ocupo ese cargo durante el periodo anteriorhernandez fue elegido con nueve votos a favor y solo uno en blanco agradezco la confianza de los senadores que hicieron posible esta eleccion dijo tras su eleccion,alexis gonzalez fonsecapais de gonorreas,negativo
https://www.facebook.com/positivafmradio,gustavo oyente fiel nos comparte esta fotografia  feliz jueves,leon morris seguraexcelente capobuena fotito ver mas,positivo
https://www.facebook.com/groups/6669773836451212,bulddog frances en tunja ,rocio rozoesta en venta por favor gracias,positivo
https://www.facebook.com/groups/6669773836451212,el juego de cuchillos serie elite 16 piezas es una seleccion de cuchillos cuidadosamente seleccionados para todas sus necesidades basicas en la cocinafabricacion hojas de acero inoxidable de alto carbono reforzado con molibdeno y vanadio que aportan mas filo y durabilidad lavense solo a manoinf 3167471340,araseli bautistaprecio,positivo
